month,iso3,Flight,Airport,Travel,Train,Bus,Passport,Travel visa,Right of asylum
2020-08-01,KEN,46,20,32,12,29,14,18,1
2020-09-01,KEN,43,18,32,12,27,15,21,1
2020-10-01,KEN,46,18,30,11,31,21,24,0
2020-11-01,KEN,38,17,31,14,28,17,25,1
2020-12-01,KEN,46,20,30,15,39,15,23,0
2021-01-01,KEN,46,20,32,15,32,20,30,1
2021-02-01,KEN,45,19,33,14,27,21,28,0
2021-03-01,KEN,43,20,34,14,29,19,26,1
2021-04-01,KEN,33,16,30,10,22,17,25,1
2021-05-01,KEN,42,18,30,14,27,18,28,1
2021-06-01,KEN,46,22,38,15,31,24,35,1
2021-07-01,KEN,53,23,40,17,31,25,35,1
2021-08-01,KEN,50,26,39,15,28,25,35,1
2021-09-01,KEN,50,23,36,14,27,28,34,1
2021-10-01,KEN,47,21,36,13,28,32,41,1
2021-11-01,KEN,52,25,39,14,30,31,38,1
2021-12-01,KEN,71,26,44,24,70,27,34,1
2022-01-01,KEN,75,28,43,15,31,37,40,1
2022-02-01,KEN,66,29,44,15,31,40,41,1
2022-03-01,KEN,66,24,46,16,32,48,51,1
2022-04-01,KEN,68,26,42,16,37,43,52,1
2022-05-01,KEN,65,27,42,15,30,46,64,0
2022-06-01,KEN,78,29,44,19,32,50,70,1
2022-07-01,KEN,79,30,44,19,41,50,68,1
2022-08-01,KEN,66,27,39,15,34,40,63,1
2022-09-01,KEN,69,28,43,17,38,53,69,1
2022-10-01,KEN,64,26,45,16,34,59,85,1
2022-11-01,KEN,80,27,40,15,39,49,72,1
2022-12-01,KEN,82,26,39,17,62,40,51,1
2023-01-01,KEN,73,25,37,17,40,57,67,1
2023-02-01,KEN,71,27,37,15,28,62,65,1
2023-03-01,KEN,70,26,44,16,41,56,68,1
2023-04-01,KEN,71,28,40,16,50,54,75,1
2023-05-01,KEN,72,28,47,16,51,62,99,1
2023-06-01,KEN,85,32,49,19,51,70,95,1
2023-07-01,KEN,83,32,48,19,49,72,89,2
2023-08-01,KEN,86,34,46,17,57,74,81,1
2023-09-01,KEN,77,30,46,17,41,77,86,1
2023-10-01,KEN,76,31,40,16,47,61,84,1
2023-11-01,KEN,74,29,39,17,58,56,77,1
2023-12-01,KEN,78,27,41,20,68,39,71,1
2024-01-01,KEN,79,28,38,17,43,50,91,0
2024-02-01,KEN,62,26,36,14,30,42,68,0
2024-03-01,KEN,64,27,35,16,45,46,68,0
2024-04-01,KEN,65,27,34,16,41,43,68,0
2024-05-01,KEN,73,31,38,15,35,48,89,0
2024-06-01,KEN,71,33,39,17,35,39,78,0
2024-07-01,KEN,79,38,39,17,36,44,76,0
2024-08-01,KEN,77,31,37,16,43,39,71,0
2024-09-01,KEN,75,39,39,15,34,37,78,0
2024-10-01,KEN,67,28,38,15,34,37,80,0
2024-11-01,KEN,68,29,35,16,42,31,74,0
2024-12-01,KEN,78,32,40,18,64,29,64,0
2025-01-01,KEN,70,30,39,15,41,33,77,0
2025-02-01,KEN,68,33,38,15,37,35,73,0
2025-03-01,KEN,64,31,38,15,36,31,72,0
2025-04-01,KEN,69,29,38,16,47,30,68,0
2025-05-01,KEN,73,31,38,16,37,31,86,0
2025-06-01,KEN,84,35,43,18,38,30,70,0
2025-07-01,KEN,86,38,44,19,41,33,75,0
2025-08-01,KEN,81,33,36,19,56,32,66,0
2025-09-01,KEN,77,30,39,16,39,32,73,0
2025-10-01,KEN,100,34,33,17,41,30,67,0
2025-11-01,KEN,90,35,46,22,56,31,69,0
2025-12-01,KEN,91,35,50,23,71,29,61,0
2026-01-01,KEN,74,31,38,19,51,33,64,0
2026-02-01,KEN,81,35,46,19,43,32,58,0
2026-03-01,KEN,96,41,42,17,40,28,56,0
2026-04-01,KEN,76,32,45,22,56,29,53,0
2017-12-01,KGZ,6,40,12,15,23,19,16,0
2018-01-01,KGZ,8,49,11,16,35,20,19,0
2018-02-01,KGZ,8,42,12,18,24,19,20,0
2018-03-01,KGZ,8,43,12,21,24,16,22,0
2018-04-01,KGZ,13,41,15,20,27,19,23,0
2018-05-01,KGZ,14,45,15,20,27,20,26,0
2018-06-01,KGZ,12,58,16,22,28,22,26,0
2018-07-01,KGZ,12,64,15,25,33,23,29,0
2018-08-01,KGZ,12,65,16,28,41,21,30,0
2018-09-01,KGZ,11,57,19,18,32,23,26,0
2018-10-01,KGZ,11,50,17,20,28,20,22,0
2018-11-01,KGZ,13,54,17,20,29,21,24,0
2018-12-01,KGZ,12,58,18,18,27,19,21,0
2019-01-01,KGZ,13,55,18,19,33,25,26,1
2019-02-01,KGZ,14,56,18,19,27,27,25,0
2019-03-01,KGZ,16,56,18,19,29,24,25,0
2019-04-01,KGZ,16,56,21,23,34,26,25,0
2019-05-01,KGZ,19,63,19,22,33,22,28,0
2019-06-01,KGZ,24,79,21,24,38,26,33,0
2019-07-01,KGZ,18,79,18,28,40,26,30,0
2019-08-01,KGZ,16,76,18,27,42,25,29,0
2019-09-01,KGZ,13,71,21,21,37,23,30,0
2019-10-01,KGZ,14,68,20,20,33,24,24,0
2019-11-01,KGZ,12,70,17,19,26,22,25,0
2019-12-01,KGZ,13,72,18,19,25,22,22,0
2020-01-01,KGZ,16,72,21,20,28,29,31,1
2020-02-01,KGZ,14,66,18,21,29,29,27,0
2020-03-01,KGZ,15,63,16,17,23,22,16,0
2020-04-01,KGZ,13,21,16,18,18,13,8,0
2020-05-01,KGZ,17,29,15,16,24,19,11,0
2020-06-01,KGZ,25,39,13,11,21,26,11,0
2020-07-01,KGZ,17,38,11,10,19,21,9,0
2020-08-01,KGZ,8,45,11,15,21,30,11,0
2020-09-01,KGZ,8,54,15,18,27,29,14,0
2020-10-01,KGZ,9,50,14,20,27,26,12,1
2020-11-01,KGZ,7,49,13,15,21,26,14,0
2020-12-01,KGZ,8,51,15,18,22,27,13,0
2021-01-01,KGZ,9,57,14,17,23,32,18,0
2021-02-01,KGZ,10,54,13,18,21,28,17,0
2021-03-01,KGZ,8,62,14,17,19,29,17,0
2021-04-01,KGZ,12,63,21,18,19,27,16,0
2021-05-01,KGZ,10,65,21,18,26,29,18,0
2021-06-01,KGZ,11,78,17,20,39,36,22,0
2021-07-01,KGZ,12,79,19,28,28,35,24,0
2021-08-01,KGZ,14,84,22,22,33,35,34,0
2021-09-01,KGZ,14,74,22,16,35,34,25,0
2021-10-01,KGZ,10,75,17,25,29,33,21,0
2021-11-01,KGZ,10,69,19,18,28,30,24,0
2021-12-01,KGZ,18,79,21,17,25,25,27,0
2022-01-01,KGZ,17,74,19,19,24,33,24,0
2022-02-01,KGZ,15,62,17,26,26,30,27,0
2022-03-01,KGZ,15,67,15,20,21,27,30,0
2022-04-01,KGZ,20,61,19,22,26,28,34,0
2022-05-01,KGZ,22,74,21,23,30,25,38,0
2022-06-01,KGZ,28,81,18,28,33,36,39,0
2022-07-01,KGZ,21,81,19,34,38,36,37,0
2022-08-01,KGZ,19,81,17,26,36,36,38,0
2022-09-01,KGZ,17,66,23,23,36,32,37,0
2022-10-01,KGZ,17,67,19,26,35,30,38,1
2022-11-01,KGZ,15,66,18,20,28,29,34,0
2022-12-01,KGZ,18,73,19,22,30,27,31,0
2023-01-01,KGZ,20,71,15,21,29,31,40,0
2023-02-01,KGZ,18,65,16,24,34,31,39,1
2023-03-01,KGZ,19,62,20,21,37,34,44,0
2023-04-01,KGZ,21,67,23,23,39,31,39,0
2023-05-01,KGZ,21,78,23,23,43,32,46,0
2023-06-01,KGZ,23,83,19,32,43,36,50,1
2023-07-01,KGZ,17,85,20,37,43,37,45,1
2023-08-01,KGZ,16,100,17,25,47,38,49,0
2023-09-01,KGZ,15,80,18,18,57,33,41,0
2023-10-01,KGZ,14,77,16,19,45,31,38,0
2023-11-01,KGZ,13,76,17,16,42,30,42,0
2023-12-01,KGZ,14,75,20,15,38,29,35,0
2024-01-01,KGZ,16,76,18,17,42,32,47,0
2024-02-01,KGZ,15,66,19,19,41,28,45,0
2024-03-01,KGZ,17,68,20,17,36,26,44,0
2024-04-01,KGZ,18,69,21,20,44,29,45,0
2024-05-01,KGZ,27,91,19,20,54,30,61,0
2024-06-01,KGZ,17,89,19,26,62,34,41,0
2024-07-01,KGZ,16,80,19,34,77,41,43,0
2024-08-01,KGZ,17,81,19,33,84,37,45,0
2024-09-01,KGZ,16,71,17,21,78,33,41,0
2024-10-01,KGZ,15,62,15,19,66,29,38,0
2024-11-01,KGZ,15,61,17,17,63,29,40,0
2024-12-01,KGZ,16,61,18,18,54,27,37,0
2025-01-01,KGZ,15,61,16,19,50,32,44,0
2025-02-01,KGZ,15,54,14,19,46,30,37,0
2025-03-01,KGZ,16,53,15,18,47,29,37,0
2025-04-01,KGZ,20,56,17,23,64,29,44,0
2025-05-01,KGZ,22,66,16,27,68,31,46,0
2025-06-01,KGZ,29,68,20,43,69,37,55,0
2025-07-01,KGZ,17,65,18,48,76,39,52,0
2025-08-01,KGZ,22,66,20,38,79,41,50,0
2025-09-01,KGZ,18,60,19,24,72,36,46,0
2025-10-01,KGZ,15,50,20,20,67,30,41,0
2025-11-01,KGZ,35,60,34,26,65,37,49,0
2025-12-01,KGZ,30,68,31,22,51,34,41,0
2026-01-01,KGZ,24,65,28,21,53,36,49,0
2026-02-01,KGZ,24,53,34,22,48,34,40,0
2026-03-01,KGZ,29,60,20,20,54,35,39,0
2026-04-01,KGZ,27,57,25,25,64,41,43,0
2017-12-01,KHM,54,76,48,18,73,12,42,0
2018-01-01,KHM,62,85,53,21,76,13,52,0
2018-02-01,KHM,63,86,53,22,82,11,51,0
2018-03-01,KHM,59,80,50,21,68,13,51,0
2018-04-01,KHM,53,75,46,20,73,12,48,0
2018-05-01,KHM,48,68,41,18,55,14,44,0
2018-06-01,KHM,46,60,41,19,45,13,39,0
2018-07-01,KHM,47,63,42,18,54,14,40,0
2018-08-01,KHM,55,74,46,20,52,13,39,0
2018-09-01,KHM,49,63,45,16,50,13,32,0
2018-10-01,KHM,55,68,49,18,53,14,41,0
2018-11-01,KHM,65,80,52,22,67,13,44,0
2018-12-01,KHM,63,82,59,21,67,14,44,0
2019-01-01,KHM,74,85,61,25,74,16,53,0
2019-02-01,KHM,77,85,63,27,79,17,57,0
2019-03-01,KHM,72,84,61,25,61,14,44,0
2019-04-01,KHM,68,79,53,24,72,15,45,0
2019-05-01,KHM,66,74,55,23,59,16,41,0
2019-06-01,KHM,72,75,58,23,56,16,41,0
2019-07-01,KHM,79,81,61,23,58,16,41,0
2019-08-01,KHM,78,88,58,21,58,16,41,0
2019-09-01,KHM,74,82,53,20,56,17,42,0
2019-10-01,KHM,73,78,56,22,53,17,47,0
2019-11-01,KHM,84,87,64,23,74,17,51,0
2019-12-01,KHM,84,86,64,23,70,16,48,0
2020-01-01,KHM,93,99,68,25,70,17,55,0
2020-02-01,KHM,81,81,65,22,61,17,52,1
2020-03-01,KHM,87,76,76,22,39,11,44,0
2020-04-01,KHM,38,37,39,18,21,7,17,0
2020-05-01,KHM,36,34,39,17,22,8,17,0
2020-06-01,KHM,33,36,37,16,22,8,17,0
2020-07-01,KHM,31,34,36,16,21,8,16,0
2020-08-01,KHM,26,27,36,16,23,7,14,0
2020-09-01,KHM,28,26,34,15,21,9,14,0
2020-10-01,KHM,22,22,25,9,19,8,15,0
2020-11-01,KHM,20,21,22,8,18,7,13,0
2020-12-01,KHM,19,19,21,9,17,7,12,0
2021-01-01,KHM,23,21,20,9,17,8,12,0
2021-02-01,KHM,17,18,19,10,18,7,12,0
2021-03-01,KHM,19,19,26,12,15,7,11,0
2021-04-01,KHM,18,21,23,11,15,8,12,0
2021-05-01,KHM,19,21,27,11,14,8,12,0
2021-06-01,KHM,20,21,28,12,15,7,13,0
2021-07-01,KHM,21,21,27,17,15,8,14,0
2021-08-01,KHM,21,23,28,15,16,7,13,0
2021-09-01,KHM,24,20,24,10,15,8,13,0
2021-10-01,KHM,22,20,25,10,13,8,16,0
2021-11-01,KHM,27,22,30,13,17,9,18,0
2021-12-01,KHM,28,23,27,10,14,7,16,0
2022-01-01,KHM,26,20,28,10,14,7,18,0
2022-02-01,KHM,30,20,32,11,15,9,21,0
2022-03-01,KHM,41,29,36,11,19,11,28,0
2022-04-01,KHM,42,32,36,11,22,13,27,0
2022-05-01,KHM,40,32,37,12,22,19,32,0
2022-06-01,KHM,43,32,33,15,22,16,29,0
2022-07-01,KHM,44,35,30,15,22,16,32,0
2022-08-01,KHM,48,38,31,15,22,14,33,0
2022-09-01,KHM,48,38,31,14,25,17,41,0
2022-10-01,KHM,49,38,33,15,26,18,41,0
2022-11-01,KHM,54,41,33,17,28,15,36,0
2022-12-01,KHM,52,41,31,17,29,16,37,0
2023-01-01,KHM,57,46,37,19,29,18,40,0
2023-02-01,KHM,56,48,36,19,31,21,43,0
2023-03-01,KHM,57,48,38,19,32,17,45,0
2023-04-01,KHM,54,49,36,16,35,19,44,0
2023-05-01,KHM,55,44,36,16,26,18,43,0
2023-06-01,KHM,53,45,35,17,25,18,41,0
2023-07-01,KHM,51,49,34,16,28,18,41,0
2023-08-01,KHM,51,49,34,17,25,19,44,0
2023-09-01,KHM,50,47,32,17,24,18,42,0
2023-10-01,KHM,54,55,33,17,27,19,42,0
2023-11-01,KHM,61,58,36,21,36,20,44,0
2023-12-01,KHM,60,57,35,20,34,21,44,0
2024-01-01,KHM,60,61,38,20,34,24,49,0
2024-02-01,KHM,58,61,38,20,34,21,48,0
2024-03-01,KHM,59,61,39,19,32,22,45,0
2024-04-01,KHM,59,60,35,17,30,23,46,0
2024-05-01,KHM,60,55,34,17,24,23,44,0
2024-06-01,KHM,56,52,33,17,23,19,42,0
2024-07-01,KHM,60,56,33,17,24,22,45,0
2024-08-01,KHM,58,57,33,18,25,23,45,0
2024-09-01,KHM,59,56,32,16,25,23,44,0
2024-10-01,KHM,61,56,34,18,30,24,51,0
2024-11-01,KHM,66,64,35,19,32,24,55,0
2024-12-01,KHM,62,65,34,19,32,23,51,0
2025-01-01,KHM,66,67,38,19,34,27,56,0
2025-02-01,KHM,61,65,37,20,32,27,55,0
2025-03-01,KHM,58,62,35,19,31,24,54,0
2025-04-01,KHM,57,58,36,18,29,25,49,0
2025-05-01,KHM,57,57,32,17,24,22,51,0
2025-06-01,KHM,56,58,32,17,23,23,51,0
2025-07-01,KHM,58,61,31,17,25,23,51,0
2025-08-01,KHM,63,73,32,18,22,22,46,0
2025-09-01,KHM,67,91,30,17,24,22,45,0
2025-10-01,KHM,57,67,32,17,23,23,48,0
2025-11-01,KHM,79,76,45,23,33,25,52,0
2025-12-01,KHM,77,73,51,21,32,25,53,0
2026-01-01,KHM,73,75,50,22,31,33,68,0
2026-02-01,KHM,85,75,100,32,40,31,64,0
2026-03-01,KHM,83,86,46,21,34,25,58,0
2026-04-01,KHM,71,74,49,28,42,26,54,0
2017-12-01,LBN,29,47,27,9,8,7,17,0
2018-01-01,LBN,32,48,30,10,9,8,22,1
2018-02-01,LBN,33,47,32,10,8,8,24,1
2018-03-01,LBN,33,49,31,10,8,9,25,1
2018-04-01,LBN,38,55,32,10,9,8,25,1
2018-05-01,LBN,35,48,32,9,8,9,26,1
2018-06-01,LBN,36,54,35,9,9,10,28,1
2018-07-01,LBN,49,75,39,10,10,11,32,1
2018-08-01,LBN,60,86,40,11,12,11,32,1
2018-09-01,LBN,40,71,35,10,10,10,27,1
2018-10-01,LBN,41,52,31,10,10,10,27,1
2018-11-01,LBN,35,53,31,10,9,9,24,1
2018-12-01,LBN,36,46,29,9,9,10,19,2
2019-01-01,LBN,39,56,32,9,9,11,27,2
2019-02-01,LBN,36,50,33,12,9,9,27,1
2019-03-01,LBN,37,49,34,12,10,10,30,2
2019-04-01,LBN,46,69,37,12,11,10,30,1
2019-05-01,LBN,42,55,39,12,11,10,32,2
2019-06-01,LBN,48,70,39,13,13,13,34,2
2019-07-01,LBN,58,88,47,13,14,14,37,2
2019-08-01,LBN,66,100,44,13,12,13,36,3
2019-09-01,LBN,50,68,37,12,11,11,36,2
2019-10-01,LBN,39,58,30,10,11,9,28,2
2019-11-01,LBN,35,51,28,10,10,11,30,2
2019-12-01,LBN,41,57,29,9,9,9,26,2
2020-01-01,LBN,39,48,29,9,10,12,31,2
2020-02-01,LBN,40,51,30,9,9,11,29,2
2020-03-01,LBN,24,47,22,6,7,5,12,1
2020-04-01,LBN,11,21,15,6,6,3,6,0
2020-05-01,LBN,13,27,17,5,6,5,7,1
2020-06-01,LBN,17,34,21,6,6,7,15,1
2020-07-01,LBN,26,49,31,5,6,9,24,2
2020-08-01,LBN,25,42,36,7,7,11,30,2
2020-09-01,LBN,23,37,30,6,7,10,26,2
2020-10-01,LBN,19,31,27,5,7,8,18,1
2020-11-01,LBN,15,31,24,5,6,6,17,1
2020-12-01,LBN,20,37,25,5,7,7,14,1
2021-01-01,LBN,18,31,25,5,6,6,13,1
2021-02-01,LBN,15,28,27,5,6,7,13,2
2021-03-01,LBN,18,31,26,6,6,8,17,2
2021-04-01,LBN,20,33,29,6,7,8,16,1
2021-05-01,LBN,23,37,35,6,7,9,19,1
2021-06-01,LBN,27,42,35,7,8,11,25,2
2021-07-01,LBN,38,63,38,8,8,13,32,2
2021-08-01,LBN,42,55,46,10,9,18,40,4
2021-09-01,LBN,35,50,40,7,10,15,36,3
2021-10-01,LBN,29,46,38,8,9,13,30,2
2021-11-01,LBN,28,43,42,7,8,12,28,2
2021-12-01,LBN,29,51,34,6,7,10,20,2
2022-01-01,LBN,28,42,35,7,7,15,24,2
2022-02-01,LBN,27,48,39,7,8,25,26,1
2022-03-01,LBN,29,44,38,7,8,23,25,1
2022-04-01,LBN,29,48,40,8,7,22,26,1
2022-05-01,LBN,29,46,34,7,9,20,26,1
2022-06-01,LBN,37,62,43,8,10,38,32,2
2022-07-01,LBN,42,72,46,9,9,30,32,2
2022-08-01,LBN,45,65,49,9,9,33,35,2
2022-09-01,LBN,36,55,46,9,10,29,31,2
2022-10-01,LBN,33,43,40,8,9,23,27,2
2022-11-01,LBN,27,38,29,6,7,20,21,1
2022-12-01,LBN,33,48,28,7,8,19,20,1
2023-01-01,LBN,32,45,35,7,7,26,26,1
2023-02-01,LBN,29,42,30,7,7,22,23,1
2023-03-01,LBN,28,49,32,9,8,19,25,1
2023-04-01,LBN,34,56,34,9,8,15,26,1
2023-05-01,LBN,36,55,46,9,10,30,29,1
2023-06-01,LBN,42,71,35,9,8,20,30,1
2023-07-01,LBN,52,77,36,9,9,20,33,1
2023-08-01,LBN,50,77,36,10,10,20,34,1
2023-09-01,LBN,43,70,33,11,10,14,32,1
2023-10-01,LBN,35,62,30,7,8,16,28,1
2023-11-01,LBN,27,43,27,7,7,11,25,1
2023-12-01,LBN,30,54,26,8,7,11,21,1
2024-01-01,LBN,32,44,28,9,8,13,26,1
2024-02-01,LBN,31,35,29,9,7,12,26,1
2024-03-01,LBN,31,37,32,10,8,12,25,1
2024-04-01,LBN,42,53,32,12,11,13,26,1
2024-05-01,LBN,34,36,34,13,12,14,26,1
2024-06-01,LBN,39,48,31,13,11,14,25,1
2024-07-01,LBN,57,69,35,15,12,16,28,1
2024-08-01,LBN,71,92,36,14,11,15,28,1
2024-09-01,LBN,49,92,31,9,9,15,34,1
2024-10-01,LBN,38,56,30,7,8,17,39,2
2024-11-01,LBN,25,33,22,7,8,10,22,1
2024-12-01,LBN,36,45,23,7,8,11,22,1
2025-01-01,LBN,32,37,24,8,8,12,25,0
2025-02-01,LBN,33,48,21,7,7,11,21,0
2025-03-01,LBN,34,39,30,8,8,11,27,1
2025-04-01,LBN,39,43,26,8,9,13,27,1
2025-05-01,LBN,37,45,25,8,9,11,26,1
2025-06-01,LBN,63,95,27,9,10,11,25,1
2025-07-01,LBN,48,52,26,8,10,15,30,1
2025-08-01,LBN,53,52,26,9,9,14,29,1
2025-09-01,LBN,46,45,25,10,10,13,30,1
2025-10-01,LBN,44,41,24,9,10,12,27,0
2025-11-01,LBN,52,45,34,14,14,15,31,0
2025-12-01,LBN,48,45,34,12,12,12,25,0
2026-01-01,LBN,47,47,34,11,10,14,29,0
2026-02-01,LBN,42,45,39,11,13,14,27,0
2026-03-01,LBN,47,66,31,9,9,10,23,0
2026-04-01,LBN,39,44,28,10,10,11,25,0
2017-12-01,LBR,15,21,16,0,5,9,32,0
2018-01-01,LBR,15,15,13,6,3,14,32,0
2018-02-01,LBR,13,14,15,5,0,8,37,0
2018-03-01,LBR,16,13,10,5,4,11,38,0
2018-04-01,LBR,17,13,17,0,5,9,32,0
2018-05-01,LBR,13,16,15,4,6,8,71,0
2018-06-01,LBR,18,17,18,4,4,13,49,0
2018-07-01,LBR,21,17,15,6,6,13,47,0
2018-08-01,LBR,22,20,16,4,6,14,53,0
2018-09-01,LBR,24,20,15,3,4,11,59,0
2018-10-01,LBR,19,18,17,0,6,12,63,0
2018-11-01,LBR,18,20,19,0,5,11,46,0
2018-12-01,LBR,26,18,14,6,8,10,30,0
2019-01-01,LBR,24,19,13,5,0,11,33,0
2019-02-01,LBR,23,16,14,6,6,12,37,0
2019-03-01,LBR,25,17,19,6,5,11,31,0
2019-04-01,LBR,20,16,16,4,7,10,46,0
2019-05-01,LBR,21,13,20,4,7,13,100,0
2019-06-01,LBR,24,14,25,0,6,11,56,0
2019-07-01,LBR,25,22,16,0,0,17,61,0
2019-08-01,LBR,24,21,20,5,5,19,56,0
2019-09-01,LBR,34,21,32,0,0,27,90,0
2019-10-01,LBR,36,12,26,0,0,43,86,0
2019-11-01,LBR,28,21,17,0,0,14,54,0
2019-12-01,LBR,28,14,15,0,9,14,43,0
2020-01-01,LBR,23,13,19,5,0,17,39,0
2020-02-01,LBR,22,18,21,5,10,16,38,0
2020-03-01,LBR,32,17,22,6,3,11,32,3
2020-04-01,LBR,16,11,15,6,4,6,20,0
2020-05-01,LBR,26,12,18,4,0,10,31,0
2020-06-01,LBR,22,24,16,5,6,10,42,0
2020-07-01,LBR,25,20,19,9,6,16,25,0
2020-08-01,LBR,20,12,19,3,4,16,25,0
2020-09-01,LBR,18,12,14,4,3,31,26,0
2020-10-01,LBR,12,12,16,5,4,24,35,0
2020-11-01,LBR,14,12,21,4,7,14,33,0
2020-12-01,LBR,31,11,19,7,0,15,33,0
2021-01-01,LBR,18,6,24,5,0,14,23,0
2021-02-01,LBR,15,10,24,3,4,12,27,0
2021-03-01,LBR,12,10,27,3,5,16,29,0
2021-04-01,LBR,17,11,23,4,2,15,29,0
2021-05-01,LBR,16,12,24,0,3,15,44,0
2021-06-01,LBR,21,12,35,3,5,16,37,0
2021-07-01,LBR,19,10,34,4,4,18,31,0
2021-08-01,LBR,20,12,28,0,2,15,28,0
2021-09-01,LBR,19,13,30,4,4,24,39,0
2021-10-01,LBR,19,8,32,0,4,26,52,0
2021-11-01,LBR,19,12,28,3,4,15,34,0
2021-12-01,LBR,20,12,28,2,4,11,29,0
2022-01-01,LBR,28,10,38,4,4,10,28,0
2022-02-01,LBR,17,11,26,4,5,13,33,0
2022-03-01,LBR,19,10,33,3,3,14,34,0
2022-04-01,LBR,22,14,30,2,4,17,36,0
2022-05-01,LBR,20,18,25,4,6,19,54,0
2022-06-01,LBR,25,15,30,8,7,20,52,0
2022-07-01,LBR,23,15,27,5,4,20,43,0
2022-08-01,LBR,24,15,23,6,5,16,45,0
2022-09-01,LBR,22,14,23,3,5,20,47,0
2022-10-01,LBR,16,14,22,5,6,16,61,0
2022-11-01,LBR,17,13,26,3,4,13,46,0
2022-12-01,LBR,20,12,23,3,4,11,38,0
2023-01-01,LBR,19,12,21,5,6,13,43,0
2023-02-01,LBR,20,13,20,4,5,15,41,0
2023-03-01,LBR,18,12,20,5,5,14,41,0
2023-04-01,LBR,17,12,21,4,5,15,36,0
2023-05-01,LBR,25,15,32,5,4,15,87,0
2023-06-01,LBR,29,18,27,6,5,16,62,0
2023-07-01,LBR,23,15,28,6,5,16,60,0
2023-08-01,LBR,18,10,17,4,3,14,54,0
2023-09-01,LBR,20,11,20,6,4,14,42,0
2023-10-01,LBR,15,11,17,5,4,16,49,0
2023-11-01,LBR,20,11,18,5,3,14,42,0
2023-12-01,LBR,21,10,21,4,3,14,45,0
2024-01-01,LBR,22,12,21,4,3,17,43,0
2024-02-01,LBR,21,16,21,4,6,15,47,0
2024-03-01,LBR,21,16,16,5,4,16,47,0
2024-04-01,LBR,19,12,20,5,5,15,46,0
2024-05-01,LBR,21,12,27,5,5,20,72,0
2024-06-01,LBR,23,16,23,5,10,14,59,0
2024-07-01,LBR,22,15,20,4,5,20,59,0
2024-08-01,LBR,21,13,20,4,5,21,58,0
2024-09-01,LBR,19,12,16,3,6,13,46,0
2024-10-01,LBR,17,11,16,5,5,14,46,0
2024-11-01,LBR,17,11,15,3,5,12,44,0
2024-12-01,LBR,20,11,19,5,5,12,33,0
2025-01-01,LBR,18,10,18,2,5,13,40,0
2025-02-01,LBR,19,12,19,3,6,14,38,0
2025-03-01,LBR,14,11,15,3,6,13,38,0
2025-04-01,LBR,13,12,18,4,6,10,34,0
2025-05-01,LBR,20,11,21,4,6,13,55,0
2025-06-01,LBR,22,16,23,5,6,16,49,0
2025-07-01,LBR,20,15,21,3,4,16,46,0
2025-08-01,LBR,17,12,20,4,6,15,39,0
2025-09-01,LBR,20,11,19,4,7,15,37,0
2025-10-01,LBR,19,12,18,2,6,15,41,0
2025-11-01,LBR,23,11,23,8,9,11,36,0
2025-12-01,LBR,22,10,20,4,7,11,30,0
2026-01-01,LBR,17,12,17,4,7,14,36,0
2026-02-01,LBR,18,12,20,6,6,13,28,0
2026-03-01,LBR,21,12,18,5,7,13,27,0
2026-04-01,LBR,18,11,19,4,7,11,30,0
2017-12-01,LBY,14,46,50,14,22,13,27,3
2018-01-01,LBY,23,67,59,12,20,24,24,5
2018-02-01,LBY,18,49,55,12,21,14,27,4
2018-03-01,LBY,17,47,55,14,18,22,37,7
2018-04-01,LBY,15,55,58,13,18,22,33,7
2018-05-01,LBY,20,50,57,8,18,32,42,5
2018-06-01,LBY,21,45,53,12,15,20,39,6
2018-07-01,LBY,23,60,62,12,20,31,49,8
2018-08-01,LBY,23,66,62,14,19,21,40,5
2018-09-01,LBY,20,80,54,12,24,16,44,4
2018-10-01,LBY,17,55,59,12,27,14,44,4
2018-11-01,LBY,21,48,67,14,26,14,51,4
2018-12-01,LBY,18,51,64,16,27,14,40,7
2019-01-01,LBY,18,52,69,17,26,13,35,5
2019-02-01,LBY,17,47,71,33,21,14,35,3
2019-03-01,LBY,16,50,76,21,29,23,41,4
2019-04-01,LBY,14,73,50,15,26,12,30,5
2019-05-01,LBY,17,44,62,17,15,13,38,7
2019-06-01,LBY,19,66,66,17,31,17,44,6
2019-07-01,LBY,25,63,70,13,26,16,39,7
2019-08-01,LBY,26,74,76,16,31,14,47,8
2019-09-01,LBY,23,77,78,15,29,17,47,7
2019-10-01,LBY,24,59,80,14,30,16,48,6
2019-11-01,LBY,23,60,75,14,30,16,37,5
2019-12-01,LBY,20,53,59,13,34,13,31,4
2020-01-01,LBY,22,57,61,15,29,16,31,6
2020-02-01,LBY,19,53,69,17,30,17,30,4
2020-03-01,LBY,14,36,51,16,26,9,15,2
2020-04-01,LBY,9,22,33,14,20,5,8,1
2020-05-01,LBY,11,32,39,12,20,7,12,3
2020-06-01,LBY,10,33,35,13,26,9,13,2
2020-07-01,LBY,15,30,47,11,30,7,14,3
2020-08-01,LBY,14,36,43,11,30,8,18,5
2020-09-01,LBY,12,31,51,15,32,11,18,4
2020-10-01,LBY,12,28,48,11,29,11,19,2
2020-11-01,LBY,12,33,50,12,28,10,20,2
2020-12-01,LBY,11,30,51,13,29,11,17,2
2021-01-01,LBY,13,28,59,12,30,16,20,3
2021-02-01,LBY,14,29,62,13,28,16,19,2
2021-03-01,LBY,17,38,64,19,31,15,17,3
